kind,itemstring,mod,era,modern,file
node,mcl_blackstone:blackstone,mcl_blackstone,1.16,yes,mods/ITEMS/mcl_blackstone/init.lua
node,mcl_blackstone:blackstone_brick_polished,mcl_blackstone,1.16,yes,mods/ITEMS/mcl_blackstone/init.lua
node,mcl_blackstone:blackstone_brick_polished_cracked,mcl_blackstone,1.16,yes,mods/ITEMS/mcl_blackstone/init.lua
node,mcl_blackstone:blackstone_chiseled_polished,mcl_blackstone,1.16,yes,mods/ITEMS/mcl_blackstone/init.lua
node,mcl_blackstone:blackstone_gilded,mcl_blackstone,1.16,yes,mods/ITEMS/mcl_blackstone/init.lua
node,mcl_blackstone:blackstone_polished,mcl_blackstone,1.16,yes,mods/ITEMS/mcl_blackstone/init.lua
node,mcl_blackstone:nether_gold,mcl_blackstone,1.16,yes,mods/ITEMS/mcl_blackstone/init.lua
node,mcl_blackstone:quartz_brick,mcl_blackstone,1.16,yes,mods/ITEMS/mcl_blackstone/init.lua
node,mcl_blackstone:soul_fire,mcl_blackstone,1.16,yes,mods/ITEMS/mcl_blackstone/init.lua
node,mcl_blackstone:soul_soil,mcl_blackstone,1.16,yes,mods/ITEMS/mcl_blackstone/init.lua
craftitem,mcl_compass:compass_lodestone,mcl_compass,1.16,yes,mods/ITEMS/mcl_compass/init.lua
wood,crimson,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
craftitem,mcl_boats:boat_crimson,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
craftitem,mcl_boats:boat_crimson_chest,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
craftitem,mcl_boats:boat_warped,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
craftitem,mcl_boats:boat_warped_chest,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_buttons:button_crimson_off,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_buttons:button_crimson_on,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_buttons:button_warped_off,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_buttons:button_warped_on,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_crimson:crimson_fungus,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_crimson:crimson_nylium,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_crimson:crimson_roots,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_crimson:nether_sprouts,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_crimson:shroomlight,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_crimson:warped_fungus,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_crimson:warped_nylium,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_crimson:warped_roots,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_crimson:warped_wart_block,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_fences:crimson_fence,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_fences:crimson_fence_gate,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_fences:crimson_fence_gate_open,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_fences:warped_fence,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_fences:warped_fence_gate,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_fences:warped_fence_gate_open,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_flowerpots:flower_pot_sapling_crimson,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_flowerpots:flower_pot_sapling_warped,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_pressureplates:pressure_plate_crimson_off,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_pressureplates:pressure_plate_crimson_on,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_pressureplates:pressure_plate_warped_off,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_pressureplates:pressure_plate_warped_on,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_signs:hanging_sign_attached_crimson,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_signs:hanging_sign_attached_warped,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_signs:hanging_sign_crimson,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_signs:hanging_sign_wall_crimson,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_signs:hanging_sign_wall_warped,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_signs:hanging_sign_warped,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_signs:standing_sign_crimson,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_signs:standing_sign_warped,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_signs:wall_sign_crimson,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_signs:wall_sign_warped,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_stairs:slab_crimson,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_stairs:slab_crimson_double,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_stairs:slab_crimson_top,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_stairs:slab_warped,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_stairs:slab_warped_double,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_stairs:slab_warped_top,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_stairs:stair_crimson,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_stairs:stair_warped,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_trees:bark_crimson,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_trees:bark_stripped_crimson,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_trees:bark_stripped_warped,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_trees:bark_warped,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_trees:leaves_crimson,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_trees:leaves_crimson_orphan,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_trees:leaves_warped,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_trees:leaves_warped_orphan,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_trees:sapling_crimson,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_trees:sapling_warped,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_trees:stripped_crimson,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_trees:stripped_warped,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_trees:tree_crimson,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_trees:tree_warped,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_trees:wood_crimson,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_trees:wood_warped,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
wood,warped,mcl_crimson,1.16,yes,mods/ITEMS/mcl_crimson/init.lua
node,mcl_nether:ancient_debris,mcl_nether,1.16,yes,mods/ITEMS/mcl_nether/init.lua
craftitem,mcl_nether:netherite_ingot,mcl_nether,1.16,yes,mods/ITEMS/mcl_nether/init.lua
craftitem,mcl_nether:netherite_scrap,mcl_nether,1.16,yes,mods/ITEMS/mcl_nether/init.lua
craftitem,mcl_nether:netherite_upgrade_template,mcl_nether,1.16,yes,mods/ITEMS/mcl_nether/init.lua
node,mcl_nether:netheriteblock,mcl_nether,1.16,yes,mods/ITEMS/mcl_nether/init.lua
structure,ruined_portal_nether,mcl_structures,1.16,yes,mods/MAPGEN/mcl_structures/ruined_portal.lua
structure,ruined_portal_overworld,mcl_structures,1.16,yes,mods/MAPGEN/mcl_structures/ruined_portal.lua
node,mcl_target:target_off,mcl_target,1.16,yes,mods/ITEMS/REDSTONE/mcl_target/init.lua
node,mcl_target:target_on,mcl_target,1.16,yes,mods/ITEMS/REDSTONE/mcl_target/init.lua
mob,mobs_mc:baby_hoglin,mobs_mc,1.16,yes,mods/ENTITIES/mobs_mc/hoglin+zoglin.lua
mob,mobs_mc:baby_strider,mobs_mc,1.16,yes,mods/ENTITIES/mobs_mc/strider.lua
mob,mobs_mc:baby_zoglin,mobs_mc,1.16,yes,mods/ENTITIES/mobs_mc/hoglin+zoglin.lua
mob,mobs_mc:hoglin,mobs_mc,1.16,yes,mods/ENTITIES/mobs_mc/hoglin+zoglin.lua
egg,mobs_mc:hoglin,mobs_mc,1.16,yes,mods/ENTITIES/mobs_mc/hoglin+zoglin.lua
mob,mobs_mc:piglin,mobs_mc,1.16,yes,mods/ENTITIES/mobs_mc/piglin.lua
egg,mobs_mc:piglin,mobs_mc,1.16,yes,mods/ENTITIES/mobs_mc/piglin.lua
mob,mobs_mc:piglin_brute,mobs_mc,1.16,yes,mods/ENTITIES/mobs_mc/piglin.lua
egg,mobs_mc:piglin_brute,mobs_mc,1.16,yes,mods/ENTITIES/mobs_mc/piglin.lua
mob,mobs_mc:strider,mobs_mc,1.16,yes,mods/ENTITIES/mobs_mc/strider.lua
egg,mobs_mc:strider,mobs_mc,1.16,yes,mods/ENTITIES/mobs_mc/strider.lua
mob,mobs_mc:zoglin,mobs_mc,1.16,yes,mods/ENTITIES/mobs_mc/hoglin+zoglin.lua
mob,mobs_mc:zombified_piglin,mobs_mc,1.16,yes,mods/ENTITIES/mobs_mc/piglin.lua
egg,mobs_mc:zombified_piglin,mobs_mc,1.16,yes,mods/ENTITIES/mobs_mc/piglin.lua
node,mcl_amethyst:,mcl_amethyst,1.17-1.18,yes,mods/ITEMS/mcl_amethyst/init.lua
node,mcl_amethyst:amethyst_block,mcl_amethyst,1.17-1.18,yes,mods/ITEMS/mcl_amethyst/init.lua
node,mcl_amethyst:amethyst_cluster,mcl_amethyst,1.17-1.18,yes,mods/ITEMS/mcl_amethyst/init.lua
craftitem,mcl_amethyst:amethyst_shard,mcl_amethyst,1.17-1.18,yes,mods/ITEMS/mcl_amethyst/init.lua
node,mcl_amethyst:budding_amethyst_block,mcl_amethyst,1.17-1.18,yes,mods/ITEMS/mcl_amethyst/init.lua
node,mcl_amethyst:calcite,mcl_amethyst,1.17-1.18,yes,mods/ITEMS/mcl_amethyst/init.lua
node,mcl_amethyst:tinted_glass,mcl_amethyst,1.17-1.18,yes,mods/ITEMS/mcl_amethyst/init.lua
biome,DripstoneCave,mcl_biomes,1.17-1.18,yes,mods/MAPGEN/mcl_biomes/init.lua
biome,Grove,mcl_biomes,1.17-1.18,yes,mods/MAPGEN/mcl_biomes/init.lua
biome,LushCaves,mcl_biomes,1.17-1.18,yes,mods/MAPGEN/mcl_biomes/init.lua
node,mcl_candles:candle_,mcl_candles,1.17-1.18,yes,mods/ITEMS/mcl_candles/init.lua
node,mcl_candles:candle_cake,mcl_candles,1.17-1.18,yes,mods/ITEMS/mcl_candles/init.lua
node,mcl_candles:candle_cake_lit,mcl_candles,1.17-1.18,yes,mods/ITEMS/mcl_candles/init.lua
node,mcl_candles:candle_lit_,mcl_candles,1.17-1.18,yes,mods/ITEMS/mcl_candles/init.lua
node,mcl_copper:block,mcl_copper,1.17-1.18,yes,mods/ITEMS/mcl_copper/nodes.lua
node,mcl_copper:block_raw,mcl_copper,1.17-1.18,yes,mods/ITEMS/mcl_copper/nodes.lua
node,mcl_copper:bulb,mcl_copper,1.17-1.18,yes,mods/ITEMS/mcl_copper/nodes.lua
craftitem,mcl_copper:copper_ingot,mcl_copper,1.17-1.18,yes,mods/ITEMS/mcl_copper/items.lua
craftitem,mcl_copper:copper_nugget,mcl_copper,1.17-1.18,yes,mods/ITEMS/mcl_copper/items.lua
craftitem,mcl_copper:raw_copper,mcl_copper,1.17-1.18,yes,mods/ITEMS/mcl_copper/items.lua
node,mcl_copper:stone_with_copper,mcl_copper,1.17-1.18,yes,mods/ITEMS/mcl_copper/nodes.lua
node,mcl_deepslate:deepslate,mcl_deepslate,1.17-1.18,yes,mods/ITEMS/mcl_deepslate/deepslate.lua
node,mcl_deepslate:deepslate_reinforced,mcl_deepslate,1.17-1.18,yes,mods/ITEMS/mcl_deepslate/deepslate.lua
node,mcl_deepslate:tuff_chiseled,mcl_deepslate,1.17-1.18,yes,mods/ITEMS/mcl_deepslate/tuff.lua
node,mcl_deepslate:tuff_chiseled_bricks,mcl_deepslate,1.17-1.18,yes,mods/ITEMS/mcl_deepslate/tuff.lua
structure,dripstone_stalagmite,mcl_dripstone,1.17-1.18,yes,mods/ITEMS/mcl_dripstone/init.lua
structure,dripstone_stalagtite,mcl_dripstone,1.17-1.18,yes,mods/ITEMS/mcl_dripstone/init.lua
node,mcl_dripstone:dripstone_block,mcl_dripstone,1.17-1.18,yes,mods/ITEMS/mcl_dripstone/init.lua
node,mcl_dripstone:dripstone_bottom_,mcl_dripstone,1.17-1.18,yes,mods/ITEMS/mcl_dripstone/init.lua
node,mcl_dripstone:dripstone_top_,mcl_dripstone,1.17-1.18,yes,mods/ITEMS/mcl_dripstone/init.lua
craftitem,mcl_dripstone:pointed_dripstone,mcl_dripstone,1.17-1.18,yes,mods/ITEMS/mcl_dripstone/init.lua
node,mcl_lightning_rods:rod,mcl_lightning_rods,1.17-1.18,yes,mods/ITEMS/mcl_lightning_rods/init.lua
node,mcl_lightning_rods:rod_exposed,mcl_lightning_rods,1.17-1.18,yes,mods/ITEMS/mcl_lightning_rods/init.lua
node,mcl_lightning_rods:rod_exposed_powered,mcl_lightning_rods,1.17-1.18,yes,mods/ITEMS/mcl_lightning_rods/init.lua
node,mcl_lightning_rods:rod_oxidized,mcl_lightning_rods,1.17-1.18,yes,mods/ITEMS/mcl_lightning_rods/init.lua
node,mcl_lightning_rods:rod_oxidized_powered,mcl_lightning_rods,1.17-1.18,yes,mods/ITEMS/mcl_lightning_rods/init.lua
node,mcl_lightning_rods:rod_powered,mcl_lightning_rods,1.17-1.18,yes,mods/ITEMS/mcl_lightning_rods/init.lua
node,mcl_lightning_rods:rod_weathered,mcl_lightning_rods,1.17-1.18,yes,mods/ITEMS/mcl_lightning_rods/init.lua
node,mcl_lightning_rods:rod_weathered_powered,mcl_lightning_rods,1.17-1.18,yes,mods/ITEMS/mcl_lightning_rods/init.lua
node,:,mcl_lush_caves,1.17-1.18,yes,mods/ITEMS/mcl_lush_caves/nodes.lua
structure,azalea_tree,mcl_lush_caves,1.17-1.18,yes,mods/ITEMS/mcl_lush_caves/init.lua
structure,clay_pool,mcl_lush_caves,1.17-1.18,yes,mods/ITEMS/mcl_lush_caves/init.lua
node,mcl_lush_caves:azalea,mcl_lush_caves,1.17-1.18,yes,mods/ITEMS/mcl_lush_caves/nodes.lua
node,mcl_lush_caves:azalea_flowering,mcl_lush_caves,1.17-1.18,yes,mods/ITEMS/mcl_lush_caves/nodes.lua
node,mcl_lush_caves:cave_vines,mcl_lush_caves,1.17-1.18,yes,mods/ITEMS/mcl_lush_caves/nodes.lua
node,mcl_lush_caves:cave_vines_lit,mcl_lush_caves,1.17-1.18,yes,mods/ITEMS/mcl_lush_caves/nodes.lua
node,mcl_lush_caves:dripleaf_big,mcl_lush_caves,1.17-1.18,yes,mods/ITEMS/mcl_lush_caves/dripleaf.lua
node,mcl_lush_caves:dripleaf_big_stem,mcl_lush_caves,1.17-1.18,yes,mods/ITEMS/mcl_lush_caves/dripleaf.lua
node,mcl_lush_caves:dripleaf_big_tipped_full,mcl_lush_caves,1.17-1.18,yes,mods/ITEMS/mcl_lush_caves/dripleaf.lua
node,mcl_lush_caves:dripleaf_big_tipped_half,mcl_lush_caves,1.17-1.18,yes,mods/ITEMS/mcl_lush_caves/dripleaf.lua
node,mcl_lush_caves:dripleaf_small,mcl_lush_caves,1.17-1.18,yes,mods/ITEMS/mcl_lush_caves/dripleaf.lua
node,mcl_lush_caves:dripleaf_small_stem,mcl_lush_caves,1.17-1.18,yes,mods/ITEMS/mcl_lush_caves/dripleaf.lua
craftitem,mcl_lush_caves:glow_berry,mcl_lush_caves,1.17-1.18,yes,mods/ITEMS/mcl_lush_caves/nodes.lua
node,mcl_lush_caves:hanging_roots,mcl_lush_caves,1.17-1.18,yes,mods/ITEMS/mcl_lush_caves/nodes.lua
node,mcl_lush_caves:moss,mcl_lush_caves,1.17-1.18,yes,mods/ITEMS/mcl_lush_caves/nodes.lua
node,mcl_lush_caves:moss_carpet,mcl_lush_caves,1.17-1.18,yes,mods/ITEMS/mcl_lush_caves/nodes.lua
node,mcl_lush_caves:rooted_dirt,mcl_lush_caves,1.17-1.18,yes,mods/ITEMS/mcl_lush_caves/nodes.lua
node,mcl_lush_caves:spore_blossom,mcl_lush_caves,1.17-1.18,yes,mods/ITEMS/mcl_lush_caves/nodes.lua
node,mcl_powder_snow:powder_snow,mcl_powder_snow,1.17-1.18,yes,mods/ITEMS/mcl_powder_snow/init.lua
tool,mcl_spyglass:spyglass,mcl_spyglass,1.17-1.18,yes,mods/ITEMS/mcl_spyglass/init.lua
structure,geode,mcl_structures,1.17-1.18,yes,mods/MAPGEN/mcl_structures/geode.lua
mob,mobs_mc:axolotl,mobs_mc,1.17-1.18,yes,mods/ENTITIES/mobs_mc/axolotl.lua
egg,mobs_mc:axolotl,mobs_mc,1.17-1.18,yes,mods/ENTITIES/mobs_mc/axolotl.lua
mob,mobs_mc:glow_squid,mobs_mc,1.17-1.18,yes,mods/ENTITIES/mobs_mc/squid+glow_squid.lua
egg,mobs_mc:glow_squid,mobs_mc,1.17-1.18,yes,mods/ENTITIES/mobs_mc/squid+glow_squid.lua
biome,DeepDark,mcl_biomes,1.19,yes,mods/MAPGEN/mcl_biomes/init.lua
biome,MangroveSwamp,mcl_biomes,1.19,yes,mods/MAPGEN/mcl_biomes/init.lua
craftitem,mcl_compass:compass_recovery,mcl_compass,1.19,yes,mods/ITEMS/mcl_compass/init.lua
wood,mangrove,mcl_mangrove,1.19,yes,mods/ITEMS/mcl_mangrove/init.lua
craftitem,mcl_boats:boat_mangrove,mcl_mangrove,1.19,yes,mods/ITEMS/mcl_mangrove/init.lua
craftitem,mcl_boats:boat_mangrove_chest,mcl_mangrove,1.19,yes,mods/ITEMS/mcl_mangrove/init.lua
node,mcl_buttons:button_mangrove_off,mcl_mangrove,1.19,yes,mods/ITEMS/mcl_mangrove/init.lua
node,mcl_buttons:button_mangrove_on,mcl_mangrove,1.19,yes,mods/ITEMS/mcl_mangrove/init.lua
node,mcl_fences:mangrove_fence,mcl_mangrove,1.19,yes,mods/ITEMS/mcl_mangrove/init.lua
node,mcl_fences:mangrove_fence_gate,mcl_mangrove,1.19,yes,mods/ITEMS/mcl_mangrove/init.lua
node,mcl_fences:mangrove_fence_gate_open,mcl_mangrove,1.19,yes,mods/ITEMS/mcl_mangrove/init.lua
node,mcl_flowerpots:flower_pot_sapling_mangrove,mcl_mangrove,1.19,yes,mods/ITEMS/mcl_mangrove/init.lua
node,mcl_mangrove:mangrove_mud_roots,mcl_mangrove,1.19,yes,mods/ITEMS/mcl_mangrove/init.lua
node,mcl_mangrove:mangrove_roots,mcl_mangrove,1.19,yes,mods/ITEMS/mcl_mangrove/init.lua
node,mcl_mangrove:propagule,mcl_mangrove,1.19,yes,mods/ITEMS/mcl_mangrove/init.lua
node,mcl_mangrove:propagule_hanging_,mcl_mangrove,1.19,yes,mods/ITEMS/mcl_mangrove/init.lua
node,mcl_mangrove:river_water_logged_roots,mcl_mangrove,1.19,yes,mods/ITEMS/mcl_mangrove/init.lua
node,mcl_mangrove:water_logged_roots,mcl_mangrove,1.19,yes,mods/ITEMS/mcl_mangrove/init.lua
node,mcl_pressureplates:pressure_plate_mangrove_off,mcl_mangrove,1.19,yes,mods/ITEMS/mcl_mangrove/init.lua
node,mcl_pressureplates:pressure_plate_mangrove_on,mcl_mangrove,1.19,yes,mods/ITEMS/mcl_mangrove/init.lua
node,mcl_signs:hanging_sign_attached_mangrove,mcl_mangrove,1.19,yes,mods/ITEMS/mcl_mangrove/init.lua
node,mcl_signs:hanging_sign_mangrove,mcl_mangrove,1.19,yes,mods/ITEMS/mcl_mangrove/init.lua
node,mcl_signs:hanging_sign_wall_mangrove,mcl_mangrove,1.19,yes,mods/ITEMS/mcl_mangrove/init.lua
node,mcl_signs:standing_sign_mangrove,mcl_mangrove,1.19,yes,mods/ITEMS/mcl_mangrove/init.lua
node,mcl_signs:wall_sign_mangrove,mcl_mangrove,1.19,yes,mods/ITEMS/mcl_mangrove/init.lua
node,mcl_stairs:slab_mangrove,mcl_mangrove,1.19,yes,mods/ITEMS/mcl_mangrove/init.lua
node,mcl_stairs:slab_mangrove_double,mcl_mangrove,1.19,yes,mods/ITEMS/mcl_mangrove/init.lua
node,mcl_stairs:slab_mangrove_top,mcl_mangrove,1.19,yes,mods/ITEMS/mcl_mangrove/init.lua
node,mcl_stairs:stair_mangrove,mcl_mangrove,1.19,yes,mods/ITEMS/mcl_mangrove/init.lua
node,mcl_trees:bark_mangrove,mcl_mangrove,1.19,yes,mods/ITEMS/mcl_mangrove/init.lua
node,mcl_trees:bark_stripped_mangrove,mcl_mangrove,1.19,yes,mods/ITEMS/mcl_mangrove/init.lua
node,mcl_trees:leaves_mangrove,mcl_mangrove,1.19,yes,mods/ITEMS/mcl_mangrove/init.lua
node,mcl_trees:leaves_mangrove_orphan,mcl_mangrove,1.19,yes,mods/ITEMS/mcl_mangrove/init.lua
node,mcl_trees:sapling_mangrove,mcl_mangrove,1.19,yes,mods/ITEMS/mcl_mangrove/init.lua
node,mcl_trees:stripped_mangrove,mcl_mangrove,1.19,yes,mods/ITEMS/mcl_mangrove/init.lua
node,mcl_trees:tree_mangrove,mcl_mangrove,1.19,yes,mods/ITEMS/mcl_mangrove/init.lua
node,mcl_trees:wood_mangrove,mcl_mangrove,1.19,yes,mods/ITEMS/mcl_mangrove/init.lua
node,mcl_mud:mud,mcl_mud,1.19,yes,mods/ITEMS/mcl_mud/init.lua
node,mcl_mud:mud_bricks,mcl_mud,1.19,yes,mods/ITEMS/mcl_mud/init.lua
node,mcl_mud:packed_mud,mcl_mud,1.19,yes,mods/ITEMS/mcl_mud/init.lua
node,mcl_sculk:catalyst,mcl_sculk,1.19,yes,mods/ITEMS/mcl_sculk/init.lua
craftitem,mcl_sculk:echo_shard,mcl_sculk,1.19,yes,mods/ITEMS/mcl_sculk/init.lua
node,mcl_sculk:sculk,mcl_sculk,1.19,yes,mods/ITEMS/mcl_sculk/init.lua
node,mcl_sculk:sensor,mcl_sculk,1.19,yes,mods/ITEMS/mcl_sculk/init.lua
node,mcl_sculk:shrieker,mcl_sculk,1.19,yes,mods/ITEMS/mcl_sculk/init.lua
node,mcl_sculk:vein,mcl_sculk,1.19,yes,mods/ITEMS/mcl_sculk/init.lua
biome,CherryGrove,mcl_biomes,1.20,yes,mods/MAPGEN/mcl_biomes/init.lua
wood,cherry_blossom,mcl_cherry_blossom,1.20,yes,mods/ITEMS/mcl_cherry_blossom/init.lua
craftitem,mcl_boats:boat_cherry_blossom,mcl_cherry_blossom,1.20,yes,mods/ITEMS/mcl_cherry_blossom/init.lua
craftitem,mcl_boats:boat_cherry_blossom_chest,mcl_cherry_blossom,1.20,yes,mods/ITEMS/mcl_cherry_blossom/init.lua
node,mcl_buttons:button_cherry_blossom_off,mcl_cherry_blossom,1.20,yes,mods/ITEMS/mcl_cherry_blossom/init.lua
node,mcl_buttons:button_cherry_blossom_on,mcl_cherry_blossom,1.20,yes,mods/ITEMS/mcl_cherry_blossom/init.lua
node,mcl_fences:cherry_blossom_fence,mcl_cherry_blossom,1.20,yes,mods/ITEMS/mcl_cherry_blossom/init.lua
node,mcl_fences:cherry_blossom_fence_gate,mcl_cherry_blossom,1.20,yes,mods/ITEMS/mcl_cherry_blossom/init.lua
node,mcl_fences:cherry_blossom_fence_gate_open,mcl_cherry_blossom,1.20,yes,mods/ITEMS/mcl_cherry_blossom/init.lua
node,mcl_flowerpots:flower_pot_sapling_cherry_blossom,mcl_cherry_blossom,1.20,yes,mods/ITEMS/mcl_cherry_blossom/init.lua
node,mcl_pressureplates:pressure_plate_cherry_blossom_off,mcl_cherry_blossom,1.20,yes,mods/ITEMS/mcl_cherry_blossom/init.lua
node,mcl_pressureplates:pressure_plate_cherry_blossom_on,mcl_cherry_blossom,1.20,yes,mods/ITEMS/mcl_cherry_blossom/init.lua
node,mcl_signs:hanging_sign_attached_cherry_blossom,mcl_cherry_blossom,1.20,yes,mods/ITEMS/mcl_cherry_blossom/init.lua
node,mcl_signs:hanging_sign_cherry_blossom,mcl_cherry_blossom,1.20,yes,mods/ITEMS/mcl_cherry_blossom/init.lua
node,mcl_signs:hanging_sign_wall_cherry_blossom,mcl_cherry_blossom,1.20,yes,mods/ITEMS/mcl_cherry_blossom/init.lua
node,mcl_signs:standing_sign_cherry_blossom,mcl_cherry_blossom,1.20,yes,mods/ITEMS/mcl_cherry_blossom/init.lua
node,mcl_signs:wall_sign_cherry_blossom,mcl_cherry_blossom,1.20,yes,mods/ITEMS/mcl_cherry_blossom/init.lua
node,mcl_stairs:slab_cherry_blossom,mcl_cherry_blossom,1.20,yes,mods/ITEMS/mcl_cherry_blossom/init.lua
node,mcl_stairs:slab_cherry_blossom_double,mcl_cherry_blossom,1.20,yes,mods/ITEMS/mcl_cherry_blossom/init.lua
node,mcl_stairs:slab_cherry_blossom_top,mcl_cherry_blossom,1.20,yes,mods/ITEMS/mcl_cherry_blossom/init.lua
node,mcl_stairs:stair_cherry_blossom,mcl_cherry_blossom,1.20,yes,mods/ITEMS/mcl_cherry_blossom/init.lua
node,mcl_trees:bark_cherry_blossom,mcl_cherry_blossom,1.20,yes,mods/ITEMS/mcl_cherry_blossom/init.lua
node,mcl_trees:bark_stripped_cherry_blossom,mcl_cherry_blossom,1.20,yes,mods/ITEMS/mcl_cherry_blossom/init.lua
node,mcl_trees:leaves_cherry_blossom,mcl_cherry_blossom,1.20,yes,mods/ITEMS/mcl_cherry_blossom/init.lua
node,mcl_trees:leaves_cherry_blossom_orphan,mcl_cherry_blossom,1.20,yes,mods/ITEMS/mcl_cherry_blossom/init.lua
node,mcl_trees:sapling_cherry_blossom,mcl_cherry_blossom,1.20,yes,mods/ITEMS/mcl_cherry_blossom/init.lua
node,mcl_trees:stripped_cherry_blossom,mcl_cherry_blossom,1.20,yes,mods/ITEMS/mcl_cherry_blossom/init.lua
